t_code,t_code_opp,kickoff_time,event,name,name_opp,home_False,home_True,o,d,NPxG,NPxGC,xG,eG,xGC,eGC,PxG,PxGC,xA,xFA,xOG,xPen,xPenC,xSaves,xCS,eGD,pct_win
11,6,2024-02-03,23,Everton,Spurs,False,True,1.5106431805105545,1.4828846577450443,1.2499025443178229,1.5726723655247545,1.3543452376794962,1.3418748025427563,1.7040859212276327,1.6883951709249172,0.10444269336167333,0.13141355570287816,0.8218011929091693,0.25433124292034975,0.05981187712141857,0.13247424322891088,0.1666838606074051,3.4739466904734586,0.18481588403001004,-0.34652036838216094,0.30561471020327935
49,6,2024-05-19,38,Sheffield Utd,Spurs,False,True,1.5106431805105545,1.6672286889960333,0.9883788267897184,1.7681783087440466,1.0709684232353434,1.0611072431729127,1.915928471945537,1.8982871342191485,0.08258959644562491,0.14775016320149037,0.6498513844895559,0.20111617232588563,0.06724735936723111,0.10475595693255316,0.18740507762746114,3.9058085577657793,0.14982502972809061,-0.8371798910462358,0.2086482925636403
4,6,2024-04-13,33,Newcastle,Spurs,False,True,1.5106431805105545,1.0985125314492645,1.660935592962446,1.1650267553647664,1.7997244830386274,1.7831531193971162,1.2623771709806635,1.2507535522822375,0.13878889007618134,0.09735041561589708,1.092052222668936,0.3379686005834491,0.044308298831073685,0.17603867335893117,0.12347845714852496,2.5734799757621585,0.2862889818408067,0.5323995671148787,0.49902141461290134
17,6,2023-12-15,17,Nott'm Forest,Spurs,False,True,1.5106431805105545,1.4674439885096735,1.012732295451713,1.5562967737450122,1.0973568840423824,1.0872527263552685,1.6863419740359882,1.6708146050753168,0.08462458859066935,0.130045200290976,0.6658636005530302,0.2060716370398225,0.05918908059698568,0.10733712403687132,0.16494824998855404,3.437773909597514,0.1880937810653361,-0.5835618787200483,0.2472362162590273
43,31,2023-12-16,17,Man City,Crystal Palace,False,True,1.04937019569922,0.7862607473372436,1.8487370261275813,0.5792476882090408,2.0032187296843964,1.9847736474865707,0.6276500128183518,0.6218707856643981,0.15448170355681512,0.04840232460931093,1.2155302030177109,0.37618259745564564,0.022029948709923832,0.19594330740336774,0.061393105795675966,1.279526259588571,0.5369389996252887,1.3629028618221726,0.6964495040287576
8,31,2023-12-27,19,Chelsea,Crystal Palace,False,True,1.04937019569922,1.1558898189863875,1.3901905601645066,0.851557842280341,1.5063558140474,1.492485707704268,0.9227145856643264,0.9142184857998886,0.11616525388289345,0.07115674338398537,0.9140394712435718,0.2828771688401903,0.03238644878665313,0.1473430414547101,0.09025462123793172,1.8810444011009397,0.40082975786401565,0.5782672219043793,0.5070570071161447
3,31,2024-01-20,21,Arsenal,Crystal Palace,False,True,1.04937019569922,1.0369526845106283,1.5915268017391453,0.763935434039044,1.7245158467543693,1.7086369833664214,0.827770390330779,0.8201485102712895,0.13298904501522402,0.06383495629173508,1.0464164827586504,0.3238452401489315,0.029053993260824317,0.16868219814209034,0.08096772741214495,1.6874913243165073,0.4403662507381899,0.8884884730951319,0.5849817249975409
91,31,2024-04-02,31,Bournemouth,Crystal Palace,False,True,1.04937019569922,1.6330760417462118,1.0705138273537744,1.2031066348595476,1.1599666794325452,1.149286028122819,1.3036390306989458,1.2916354842458213,0.08945285207877074,0.10053239583939821,0.7038545079730562,0.21782907276415234,0.045756552849564244,0.11346125327089135,0.1275144543878719,2.657596333526468,0.2748209500084012,-0.14234945612300232,0.32924727001988574
39,31,2024-05-11,37,Wolves,Crystal Palace,False,True,1.04937019569922,1.4544719381279994,1.0516615664647466,1.0715268574436427,1.139539111002815,1.1290465510748258,1.161064358994905,1.1503736005563592,0.0878775445380684,0.08953750155126228,0.6914592931956564,0.2139929985313552,0.04075231061132939,0.11146314629384627,0.11356862195746104,2.36694384779102,0.31651849580076247,-0.02132704948153341,0.3521151273768803
21,31,2023-12-03,14,West Ham,Crystal Palace,False,True,1.04937019569922,1.4269962479324745,1.297704401864626,1.0512851881480507,1.4061414504442926,1.3931940901531372,1.139131282262006,1.1286424775078956,0.10843704857966663,0.08784609411395539,0.8532305421282936,0.2640580059380339,0.03998247942259583,0.13754065015178416,0.11142325483758928,2.322231114483967,0.3234720791219953,0.26455161264524163,0.4297090226036248
36,31,2024-02-03,23,Brighton,Crystal Palace,False,True,1.04937019569922,1.2065393286399853,1.6740320943657698,0.8888719412928205,1.8139153368667833,1.7972133077809853,0.9631466757705472,0.9542782884397494,0.13988324250101347,0.0742747344777267,1.1006630703907174,0.34063348793403314,0.03380557864100533,0.1774267408688654,0.09420945519752245,1.9634691919308782,0.38508996816842567,0.8429350193412359,0.5720001667043438
14,31,2024-04-13,33,Liverpool,Crystal Palace,False,True,1.04937019569922,1.1617885078721597,1.8237038771296032,0.8559034768705445,1.976093793997481,1.9578984706806712,0.9274233443901113,0.918883887581941,0.15238991686787773,0.07151986751956685,1.1990711024243605,0.37108883080334965,0.032551721966128815,0.19329010257214324,0.09071520487007464,1.8906436687129238,0.39896408144643963,1.0390145830987303,0.616322280903796
54,31,2024-04-27,35,Fulham,Crystal Palace,False,True,1.04937019569922,1.512496681763772,1.0574133957882754,1.1142743794632397,1.1457715670352318,1.135221620381515,1.2073838925721718,1.1962666367214676,0.08835817124695633,0.09310951310893212,0.6952410762002392,0.21516338570079424,0.04237808441541613,0.11207276921227338,0.11809933169575358,2.461370770970515,0.30232078095990855,-0.06104501633995252,0.3443900016283859
90,31,2023-11-04,11,Burnley,Crystal Palace,False,True,1.04937019569922,1.5856924016180987,1.0164003931489773,1.1681985409529265,1.1013314904388711,1.0911907356789559,1.2658139930959507,1.254158729093157,0.08493109728989379,0.09761545214302414,0.6682753462343421,0.20681802470879687,0.044428928184023005,0.10772589712061617,0.1238146272742569,2.5804862755410727,0.2853157751494288,-0.1629679934142012,0.3205088729321386
11,31,2024-02-17,25,Everton,Crystal Palace,False,True,1.04937019569922,1.4828846577450443,1.248129823991953,1.0924588475113675,1.352424387656433,1.3399716391736964,1.1837454401657974,1.172845840625512,0.10429456366448009,0.09128659265442995,0.8206356430948121,0.25397052826633265,0.04154839608042184,0.13228635675352624,0.11578715455914505,2.4131814616862273,0.3094849420251126,0.16712579854818443,0.40564653858550426
17,31,2024-03-30,30,Nott'm Forest,Crystal Palace,False,True,1.04937019569922,1.4674439885096735,1.011295950567887,1.0810835219730155,1.09580051721849,1.0857106901252203,1.171419584810147,1.1606334783257244,0.08450456665060302,0.09033606283713147,0.6649192149732718,0.2057793683495742,0.04111576968713679,0.10718488920675168,0.11458151044790901,2.3880539937066967,0.31328765706850764,-0.07492278820050413,0.3375883846877349
102,31,2023-11-25,13,Luton,Crystal Palace,False,True,1.04937019569922,1.6263800124827628,1.0437542023759183,1.1981735900850647,1.1309710022770683,1.1205573351166958,1.298293777400636,1.2863394485566495,0.08721679990114994,0.10012018731557126,0.6862602628628451,0.2123840012970684,0.045568939285319174,0.11062506329420338,0.12699161252609242,2.6466995091503662,0.2762802724687731,-0.16578211343995375,0.32240509081914
6,31,2024-03-02,27,Spurs,Crystal Palace,False,True,1.04937019569922,1.1908385086709818,1.500777619397293,0.8773049596002565,1.6261836019831775,1.6112101546192636,0.9506131493441328,0.9418601672467914,0.12540598258588442,0.07330818974387632,0.9867496018141292,0.30537951860613266,0.03336566318065418,0.15906390485271998,0.09298349789938651,1.937918366056067,0.3899018776641961,0.6693499873724722,0.5305054110732647
43,49,2023-12-30,20,Man City,Sheffield Utd,False,True,0.9934650467200745,0.7862607473372436,2.591993065465526,0.5483882942240853,2.8085817412488456,2.782721099917478,0.5942119872129151,0.588740648120153,0.21658867578331975,0.04582369298882982,1.704215262938312,0.527420974521313,0.02085630420422049,0.274719274205124,0.05812239090414742,1.2113595568766033,0.5550258175996055,2.1939804517973247,0.8277863633610848
8,49,2023-12-16,17,Chelsea,Sheffield Utd,False,True,0.9934650467200745,1.1558898189863875,1.9490951069280789,0.8061911373442238,2.1119627989022014,2.0925164314899725,0.8735570084925994,0.8655135379582205,0.16286769197412254,0.06736587114837567,1.2815148598974493,0.3966035459072884,0.03066106221502777,0.20658002533501083,0.08544631043680323,1.780831847027146,0.4208353821832943,1.2270028935317518,0.6570022372556484
